pdb,cluster,chains
4OQ2,8071,A
4OPQ,61,A
4OPP,838,A
4OPO,331,A
4OQ0,61,A
4ONY,14543,A
4ONX,42217,A
4ONW,14909,A
4ONV,4159,A
4P4U,2342,A
4P56,858,A
4P4V,5311,A
4P7R,6890,A
4P7J,387,A
4OVI,1173,A
4P7H,14826,A
4OVG,556,A
4P7G,387,A
4OVF,556,A
4P7F,387,A
4OVE,4099,A
4P84,2931,A
4OW4,43665,A
4P7Q,6890,A
4OVK,42590,A
4P82,2931,A
4OW1,39163,AGH
4P81,2931,A
4OW0,514,A
4P80,2931,A
4OVL,264,A
4P7L,6890,A
4OVY,27400,A
4OVX,37442,A
4P7X,10101,A
4OVJ,30733,A
4P7K,387,A
4OT7,305,A
4OWN,829,A
4OWE,7,A
4P8E,2234,A
4OX5,12838,A
4P8S,2584,A
4OX3,32007,A
4OWQ,829,A
4P8Q,694,A
4P92,2644,A
4P91,2584,A
4OWO,829,A
4OWM,829,A
4OVA,15404,A
4P99,19311,A
4P8X,375,A
4P8W,375,A
4OWV,829,A
4P8V,375,A
4OWU,829,A
4P8U,375,A
4P7C,6614,A
4OVB,15807,A
4P7B,627,A
4OW8,10836,A
4OVW,461,A
4P7V,20239,A
4P4F,503,A
4P5N,32476,A
4OTL,343,A
4OTJ,482,A
4OTY,482,A
4P68,161,A
4OU3,694,AB
4P3Z,22306,A
4P49,1,A
4ORX,5000,A
4P4G,10536,A
4OSF,398,A
4P86,2931,A
4P4E,503,A
4P4D,503,A
4P4B,503,A
4P4N,10536,A
4P4L,10536,A
4P4J,503,A
4P4I,503,A
4OT9,26642,A
4OTN,39269,A
4OU1,1244,A
4P62,874,A
4P5B,1363,A
4OW5,9347,A
4P6J,10724,A
4OUI,4670,A
4OUG,838,A
4OUF,472,A
4OUE,4554,A
4P6E,194,A
4P6D,2234,A
4P6Q,43909,A
4OUO,1,A
4OUL,6224,A
4OV8,8524,A
4P77,2234,A
4P4Y,5311,AG
4P5I,10229,A
4OTF,5,A
4OTE,3161,A
4P5D,4553,A
4OTC,2055,AGHI
4OMU,1012,A
4OO2,9119,A
4P8I,14527,A
4OAD,2306,A
4OAH,3440,A
4OAG,3440,A
4OAS,409,A
4OAQ,1873,A
4OAP,4608,A
4OAO,4608,A
4OBC,256,A
4OA5,1952,A
4OA8,1952,A
4OAE,2306,A
4NZH,3077,A
4OAK,9913,A
4NZG,35892,A
4NZF,10706,AGH
4NZD,13712,A
4NZC,375,A
4NZK,26067,A
4NZJ,17441,A
4NZI,1135,A
4NZQ,5528,A
4NZY,8072,A
4OAI,3440,A
4OAN,858,A
4NZ0,389,A
4ODG,169,A
4ODR,9810,A
4OEB,4323,A
4OEJ,8524,A
4OEI,4859,A
4OEH,597,A
4OD0,455,A
4OCI,37613,A
4OCV,4525,A
4OCU,4525,A
4OCZ,455,A
4ODE,409,A
4OCH,17128,A
4OC0,503,A
4OC8,28700,A
4OC5,503,A
4OBS,3586,A
4OC4,503,A
4OBR,3586,A
4OC3,503,A
4OC2,503,A
4OC1,503,A
4NYE,1777,A
4NYO,2813,A
4P01,398,A
4NY1,597,A
4NXG,1252,A
4NXV,3440,A
4NY7,7410,A
4NXU,3440,A
4NXT,3440,A
4O9S,14365,A
4NXS,1598,A
4NXR,6140,AB
4NY3,6267,ACD
4NY2,4670,A
4NXO,819,A
4NXI,9415,A
4NXY,16560,A
4NY9,7066,A
4O8E,244,A
4NWC,395,A
4O8C,1724,A
4NWB,30423,A
4O8M,4828,AGH
4O8K,9122,A
4NWK,318,A
4NWG,954,A
4O9G,4309,A
4O9K,31543,A
4NYH,9644,A
4NYQ,9245,A
4NYW,472,A
4NZ8,694,ABC
4NZ7,7938,A
4NYU,4670,A
4NZ6,7938,A
4NYT,793,A
4NZ5,4670,A
4NZ4,4670,A
4NZ3,4670,A
4NYR,9245,A
4NZ2,351,A
4NXK,10706,AGH
4NZ1,4670,A
4NYP,2813,A
4NYZ,389,A
4NYY,4670,A
4NXF,1252,A
4NXE,1252,A
4O9D,42453,A
4NXC,68,A
4NXB,1252,A
4NXA,68,A
4OE7,4159,A
4ODO,2930,A
4OE2,154,A
4OJE,13708,A
4OJU,25524,A
4OJR,264,A
4OJZ,7078,A
4OJY,3080,A
4OKP,247,A
4OKO,26979,A
4OKN,245,AGH
4OJ3,5552,A
4OJ8,14526,A
4OJG,5552,A
4OJD,13708,A
4OK7,30268,A
4OJC,13708,A
4OJA,259,A
4OJN,245,AGH
4OJJ,13128,A
4OJH,5552,A
4OHP,2358,A
4OHO,2358,A
4OHN,1291,A
4OI9,12224,A
4OIF,3080,A
4OJV,16371,A
4OLJ,627,A
4OFD,21662,A
4ON1,33096,A
4OO0,36536,A
4ONO,5971,A
4OM8,1759,A
4OLT,5287,A
4OM3,16898,A
4OMB,39771,A
4OMA,376,A
4OMJ,17867,A
4OME,503,A
4OMQ,3983,A
4OMP,3983,A
4OLD,247,A
4OMO,228,A
4OMN,3983,A
4OMM,3983,A
4OML,3983,A
4OMK,17867,A
4OL9,7520,A
4OLH,2358,A
4OLG,247,A
4OLF,847,A
4OLE,37300,A
4OIE,4755,A
4OIB,12224,A
4OIA,12224,A
4OEV,10245,A
4OGI,51,A
4OGH,309,A
4OER,1387,A
4OF3,13700,A
4OEP,5442,A
4OEO,5442,A
4OEN,1351,A
4OEK,515,A
4OF9,68,A
4OF8,21662,A
4OF7,20453,A
4OIM,13,A
4OF6,20453,A
4OEU,10245,A
4OET,10245,A
4OF4,597,A
4OES,1387,A
4OFK,34155,A
4OFJ,6494,A
4OFI,15160,AGH
4OFG,16468,A
4OFF,16468,A
4OGJ,51,A
4OGK,597,A
4OGL,597,A
4OGB,146,A
4OIK,13768,ACD
4OIJ,13768,ACD
4OIG,4755,A
4OGT,409,A
4OGP,13128,A
4OH1,784,A
4OGN,409,A
4OGZ,17441,A
4OH7,325,A
4OHC,42570,A
4OHM,2358,A
4OHK,2358,A
4OHF,13391,A
4OG4,1117,A
4OG3,1117,A
4OFP,27313,A
4OG8,1117,A
4OG7,1117,A
4OG6,1117,A
4OG5,1117,A
4OGC,16615,A
4OWH,7,A
4P8J,2234,A
4C5O,10244,AGH
4Q3V,3679,A
4Q3D,3950,A
4Q3C,3950,A
4Q3B,3950,A
4Q3A,3950,A
4Q3N,245,A
4Q3M,124,A
4Q3L,28705,AGH
4Q3K,4740,A
4Q3I,2082,A
4Q3G,2082,A
4PRU,7,A
4Q38,5075,A
4Q3U,3679,A
4PS5,51,A
4Q3T,3679,A
4Q3S,3679,A
4Q3Q,3679,A
4Q42,3679,A
4Q3P,3679,A
4Q41,3679,A
4Q3O,33337,AGH
4Q40,3679,A
4Q3E,3950,A
4Q2W,37801,A
4PPZ,4498,A
4Q4T,13793,A
4PSN,17581,A
4PSM,17233,A
4PSL,17233,A
4Q4K,5756,A
4PSK,658,A
4Q4I,411,AB
4PSV,658,A
4PT7,11574,A
4Q4U,1851,A
4Q56,7878,A
4Q4S,278,A
4PR9,3410,A
4Q53,12084,A
4PSR,13896,A
4Q4R,278,A
4PSQ,14365,A
4Q4Q,278,A
4PSP,13896,A
4Q4P,278,A
4PQY,658,A
4PQX,32866,A
4Q39,3950,A
4Q1Z,31917,A
4Q1Y,15,A
4Q1R,157,A
4Q15,847,A
4PR0,658,A
4Q2N,301,A
4Q0Y,27392,A
4POX,3500,A
4PP9,5,A
4POW,3500,A
4Q17,1851,A
4POV,6496,A
4Q16,1748,A
4Q0T,1851,A
4PQP,6513,A
4PPD,2254,AG
4Q1L,1799,AB
4Q1K,5655,A
4Q1J,5655,A
4PPI,572,A
4Q1I,5655,A
4PPH,5779,A
4Q1H,5655,A
4Q1G,5655,A
4PPF,658,A
4Q31,376,AGH
4Q2P,19279,A
4PQ9,7415,A
4Q2H,2656,A
4Q1X,15,A
4Q1W,15,A
4PQ7,9,A
4Q27,157,A
4Q26,157,A
4Q1U,4868,A
4Q2B,6818,A
4PQA,4498,A
4PQL,11574,A
4PQJ,25280,A
4PQG,11836,A
4PQQ,23600,A
4PQF,658,A
4Q2F,157,A
4Q36,5075,A
4Q2T,3511,A
4Q34,15288,A
4PQR,658,A
4PR3,43377,A
4Q33,878,AGH
4Q2R,1041,A
4Q32,878,A
4Q50,144,AGH
4Q4O,278,A
4PSA,658,A
4PVQ,2488,A
4PVA,3927,A
4Q7A,19315,A
4Q7I,1497,A
4PVI,3927,A
4PVF,343,A
4Q7E,229,A
4Q7D,218,A
4Q7R,41,A
4PW3,10243,A
4Q82,40709,A
4PW1,31703,A
4PWT,11960,A
4Q80,4,A
4Q7N,375,A
4Q7Z,4,A
4PVY,246,A
4Q7Y,4,A
4PVX,246,A
4Q7X,4,A
4Q88,18711,A
4Q7U,41,A
4PVT,600,A
4PVB,411,A
4Q8T,278,A
4Q4B,5063,A
4Q8N,278,A
4Q8S,838,A
4PX3,2358,A
4Q93,5750,A
4Q8R,35694,A
4PX2,2358,A
4PWP,11708,A
4Q8P,278,A
4Q91,383,A
4PWO,11708,A
4Q8O,278,A
4PWN,3212,A
4PX5,2358,A
4Q8M,278,A
4PWZ,3382,A
4PWY,38211,A
4Q99,9,A
4Q8W,278,A
4PWW,9852,A
4PX7,21551,A
4Q8V,278,A
4PWU,38649,A
4Q8U,278,A
4PW4,411,A
4Q6A,161,A
4PTZ,7209,A
4Q5W,40438,A
4Q5B,1851,A
4PTB,328,A
4PU0,7209,A
4Q60,2656,A
4PTN,4159,A
4PTM,375,A
4PTL,658,A
4PTK,4598,A
4Q5I,1548,A
4Q69,29271,A
4Q68,10637,A
4PTY,7209,A
4Q63,28892,A
4Q5R,970,A
4Q62,36816,A
4PU2,411,A
4PRX,1531,A
4Q3W,3209,A
4PRW,292,A
4Q4F,5063,A
4Q4E,411,A
4PSC,12954,A
4Q5C,1851,A
4Q73,7887,A
4Q6R,10102,A
4Q74,218,A
4Q6G,888,A
4Q6F,4171,AEFG
4PUC,4541,A
4Q6B,21832,A
4Q72,7887,A
4Q71,7887,A
4Q6O,4618,A
4Q6N,4618,A
4PUM,278,A
4Q6M,4618,A
4PUL,278,A
4Q6K,5906,A
4PUK,278,A
4Q6J,3127,A
4PUJ,278,A
4Q6Y,218,A
4PUX,12348,A
4Q6W,17788,A
4Q77,20161,A
4Q6T,20208,A
4PV4,1399,A
4PPT,2,A
4Q23,246,A
4OWJ,13177,AG
4PEE,1870,A
4PF6,858,A
4PF5,337,A
4PF4,58,A
4PF3,2300,A
4PEZ,5061,A
4PDX,3467,A
4PDT,22426,A
4PE3,858,A
4PEG,4792,A
4PEF,4792,A
4PED,15780,A
4PEW,5061,A
4PCL,1952,A
4PCK,15421,A
4PCI,51,A
4PCH,685,A
4PCV,13,A
4PCT,1870,A
4PCS,1870,A
4PCR,337,A
4PBT,1261,A
4PC4,5981,A
4PEV,39292,A
4PEX,5061,A
4PBQ,858,A
4PFM,329,A
4PGN,858,A
4PGZ,11780,A
4PH9,482,A
4PH8,34445,A
4PGT,340,A
4PHC,7453,A
4PHL,1772,A
4PHI,7,A
4PFP,290,A
4PFO,290,A
4PFX,10262,A
4PF0,5061,A
4PG8,8388,A
4PFW,4254,A
4PG7,8388,A
4PG6,8388,A
4PFU,4254,A
4PG5,8388,A
4PG4,8388,A
4PGA,475,A
4PGI,1902,A
4PF1,6996,A
4PBR,1261,A
4PBP,1682,A
4Q22,375,A
4OY6,1783,A
4OYS,2263,A
4OZ3,1525,A
4OYQ,398,A
4OZ2,1525,A
4OYO,1525,A
4OYZ,1525,A
4OYW,1525,A
4OXB,1636,A
4P9A,2825,A
4P9G,34737,A
4P9T,19039,A
4OYU,25027,A
4OY4,31302,A
4OXN,13,A
4P9Z,1863,AB
4OXX,1303,A
4OY8,1783,A
4OXW,6513,A
4OWB,7,A
4OWA,7,A
4OWL,13177,AG
4OWK,13177,AG
4OYT,343,A
4OYH,13694,A
4PBX,33550,A
4OZC,427,A
4PCE,51,A
4PCA,1952,A
4PAK,858,A
4PB5,3461,A
4PAW,30213,A
4PBC,1098,A
4PBB,8071,A
4PA5,14527,A
4PA0,14826,A
4PA8,1244,A
4OZB,427,A
4OYI,1525,A
4OZO,4554,A
4OZN,6260,A
4OZL,6260,A
4OZU,11284,A
4OZQ,1562,A
4OYB,1525,A
4OYA,1525,A
4OYN,166,A
4OYM,1525,A
4PGP,858,A
4PH2,16221,A
4PH3,16221,A
4PNR,346,A
4Q0M,3243,A
4PMY,10547,A
4PN9,577,A
4PN6,17854,A
4PMT,5,A
4PMS,5,A
4PMR,16732,A
4PN3,13,AGH
4PNA,577,AG
4PNJ,68,A
4PO2,1008,ACD
4PP0,3500,A
4PO1,658,A
4PNP,407,A
4Q00,1548,A
4PNM,346,A
4PNL,346,A
4PLW,245,A
4PM8,61,A
4PLU,398,A
4PM6,61,A
4PM5,61,A
4Q0N,17774,AGH
4POP,6496,A
4PH4,2263,A
4PO8,658,A
4PPQ,658,A
4Q1P,157,A
4PPO,7,A
4Q1O,1851,A
4PPN,658,A
4Q1N,302,A
4PNZ,338,A
4PO9,658,A
4Q09,9,A
4PNX,515,A
4PNS,346,A
4Q12,4733,A
4Q04,10286,A
4POC,236,A
4POB,226,A
4POA,658,A
4Q0K,10727,A
4Q0G,9158,A
4POD,236,A
4PLS,3184,A
4PM4,10256,A
4PMA,61,A
4PHQ,6294,A
4PIU,1186,A
4PJ6,694,A
4PIT,1186,A
4PIN,2800,A
4PIV,14981,A
4PJN,290,A
4PJM,290,A
4PJL,290,A
4PJK,290,A
4PHR,10262,A
4PHO,6294,A
4PMF,167,A
4PI9,7113,A
4PI8,7113,A
4PHW,146,A
4PI7,7113,A
4PIC,3974,A
4PIM,2800,A
4PIK,1186,A
4PIJ,38,A
4PIF,1186,A
4PKK,398,A
4PKL,7493,A
4PKM,22816,A
4PJZ,52,AB
4PME,167,A
4PMQ,16732,A
4PMP,5,A
4PMO,19698,A
4PMN,19698,A
4PMM,5,A
4PML,346,A
4PMJ,124,A
4PKW,2947,A
4PKS,2947,A
4PKR,2947,A
4PKQ,2947,A
4PKZ,398,A
4PL9,25992,A
4PLP,2703,A
4PM1,167,A
4PLM,4099,A
4PJV,513,A
4PJT,513,A
4PK4,290,A
4PK0,52,AB
4NWF,954,A
4O96,12740,A
4NX5,391,A
4CJE,264,A
4CL1,9994,A
4CKM,43384,A
4CKY,802,A
4CL9,51,A
4CKX,802,A
4CL8,13,A
4CKV,4797,A
4CL7,4797,A
4CJK,264,A
4CJF,264,A
4CJS,264,A
4CKR,1486,A
4CK4,416,A
4CJR,264,A
4CK3,264,A
4CJQ,264,A
4CK2,264,A
4CK1,264,A
4CJP,264,A
4CJM,40260,A
4CJL,264,A
4CJX,988,A
4CL2,1448,A
4CL3,245,A
4CJV,264,A
4CM6,13,A
4CN9,13381,A
4CMW,5293,A
4CN8,13381,A
4CLD,13,A
4CLB,51,A
4CLL,1525,A
4CLK,1525,A
4CLH,13,A
4CLF,1525,A
4CLU,1525,A
4CLT,1525,A
4CLV,20951,A
4CLS,1525,A
4CM3,13,A
4CM2,1525,A
4CLP,1525,A
4CM1,13,A
4CLZ,1525,A
4CLY,1525,A
4CLX,13,A
4CLW,1525,A
4CM7,13,A
4CJW,264,A
4CJU,264,A
4CFO,9608,A
4CH6,888,A
4CFZ,118,A
4CGH,264,A
4CGG,264,A
4CGF,264,A
4CGD,264,A
4CGB,42188,A
4CGK,39629,A
4CGJ,264,A
4CGI,264,A
4CGV,3151,AEF
4CH5,888,A
4CI8,28557,A
4CH4,888,A
4CGS,27017,A
4CH3,888,A
4CGR,14106,A
4CEZ,264,A
4CF9,264,A
4CF8,264,A
4CFD,264,A
4CFC,264,A
4CFB,264,A
4CI7,27504,A
4CHX,9608,AC
4CJT,264,A
4CIB,4207,A
4CIA,4207,A
4CHZ,264,A
4CIG,264,A
4CIF,264,A
4CIE,264,A
4CJ3,264,A
4CIP,639,A
4CIY,802,A
4CIX,802,A
4CIW,802,A
4CI9,4207,A
4CJ5,264,A
4CJ4,264,A
4CHI,3288,A
4CHH,26920,A
4CHQ,264,A
4CHP,264,A
4CHO,264,A
4CHN,264,A
4CHM,31461,A
4CHY,264,A
4CMX,5293,A
4CMP,979,A
4CMQ,979,A
4CPN,5516,A
4D3B,54,A
4CRB,4,A
4D3A,54,A
4CRA,4,A
4D1I,3741,AGH
4D1P,54,A
4D1O,54,A
4CPO,5516,A
4D1N,54,A
4D34,54,A
4CPM,5516,A
4CPL,5516,A
4D1J,3741,AGH
4CPY,5516,A
4CQ9,393,A
4CQ8,393,A
4CQ6,3692,A
4CQ5,2366,A
4D2B,1042,A
4CQA,393,A
4CRC,4,A
4CR5,4,A
4CMG,13,A
4D32,54,A
4D4A,3105,A
4D2J,559,A
4CQI,38863,A
4D2H,26584,AGH
4CQG,1373,A
4CQF,1392,A
4D2D,1042,AB
4CQC,8618,A
4D2C,1042,A
4D33,54,A
4D31,54,A
4D35,54,A
4D30,54,A
4D2N,218,A
4D2Z,54,A
4D2Y,54,A
4D39,54,A
4CR9,4,A
4D38,54,A
4D37,54,A
4D36,54,A
4CPZ,5516,AGH
4COG,9522,A
4D0F,4779,A
4D05,43813,A
4CNF,17990,A
4CNC,2584,A
4CNB,13381,A
4CNM,2584,A
4CNL,32067,A
4CNK,10520,A
4CO8,26221,A
4CNV,9,A
4D06,8547,A
4CNT,1600,A
4CNS,1903,A
4COF,2380,A
4CO4,796,A
4D02,13341,A
4D01,1988,A
4CNY,796,A
4CMF,3288,A
4CMB,13,A
4CMA,13,A
4CMN,14281,A
4CML,5093,A
4CMK,13,A
4CNG,17990,A
4D0Y,12838,A
4COY,1434,A
4D0Z,2521,AGH
4D0E,4779,A
4COC,1974,A
4D0P,43126,A
4CP1,1434,A
4COO,4943,A
4COK,1922,A
4COI,7019,A
4D0X,5,A
4COX,482,A
4COW,1434,A
4D0W,5,A
4COV,1434,A
4D0V,8550,A
4COU,1434,A
4D0U,8550,A
4D0T,2521,AGH
4COT,6460,A
4D0Q,27408,A
4CP2,1434,A
4COQ,9,A
4COZ,1434,A
4CFA,264,A
4CFL,51,A
4O95,1765,A
4BVQ,2264,A
4C7L,3632,A
4BW9,888,A
4C89,14631,A
4BVW,17526,A
4C7W,3632,A
4C87,14631,A
4BVV,1269,A
4C7T,5,A
4BW3,51,A
4BW2,51,A
4C82,15408,A
4C7P,19677,A
4BWA,888,A
4BWI,34213,A
4C8I,999,A
4C8G,999,A
4BWE,9311,A
4C8E,999,A
4C8D,1222,A
4C8B,1985,A
4C70,384,A
4BUI,346,A
4C81,15408,A
4BW1,51,A
4C6H,360,A
4BWT,1109,A
4BXV,1109,A
4C9T,8547,A
4C9S,8547,A
4BYH,218,A
4BX2,1724,A
4BX0,1724,A
4BWO,6570,A
4BWW,361,A
4C97,9316,A
4BWU,1109,A
4BWR,33402,A
4BVP,2071,A
4C8R,3835,A
4BX3,1724,A
4BXJ,4383,A
4BXI,25006,A
4C9I,469,A
4C9F,1509,A
4BXE,4383,ACD
4BXD,4383,ACD
4BXC,3346,A
4C9C,469,A
4BUH,1,A
4C6W,384,A
4CFK,51,A
4BTJ,13722,A
4C7G,1675,A
4C7F,1675,A
4C7D,1675,A
4C7B,519,AB
4C5N,3054,A
4BTM,13722,A
4C5M,3054,A
4BTL,67,A
4C5L,3054,A
4C5K,3054,A
4C5J,3054,A
4BUX,346,A
4C67,51,A
4BU7,346,A
4BU6,346,A
4BU5,346,A
4BU3,346,A
4C5R,2366,A
4C62,5,A
4BU2,14285,A
4C61,5,A
4C5P,4469,A
4BVH,519,A
4BV9,3628,A
4BUW,346,A
4BUS,346,A
4BV8,3628,A
4BV7,1269,A
4C6V,384,A
4BUV,346,A
4C6U,384,A
4BUU,346,A
4BV6,2806,A
4C76,29662,A
4C75,61,A
4BUT,346,A
4C6S,21977,A
4C6X,384,A
4C73,384,A
4BV3,519,A
4BUR,2806,A
4C72,384,A
4C71,384,A
4BUP,6936,A
4BUZ,2842,AB
4C6Z,384,A
4C6Y,61,A
4BUY,346,A
4C9W,451,A
4C9X,451,A
4C9Z,3990,A
4CC5,1268,A
4CDA,639,A
4CDM,1418,A
4CDJ,2654,A
4CDH,218,A
4CDT,54,A
4CDP,6508,A
4CDN,1418,A
4CBZ,4253,A
4CC6,1268,A
4CCD,3208,A
4CCV,27755,A
4CCC,3208,A
4CCL,6180,A
4CCK,4315,A
4CCJ,4315,A
4CCF,1092,A
4CCE,3208,A
4CCS,38667,A
4CD3,3483,A
4CCQ,871,A
4CAZ,154,A
4CDB,1847,A
4CF0,264,A
4BXK,254,A
4CED,264,A
4CG4,42892,A
4CG3,1150,A
4CG2,1150,A
4CFP,9608,A
4CG1,1150,A
4CE9,264,A
4CE8,663,A
4CDV,639,A
4CEF,264,A
4CEE,264,A
4CEC,264,A
4CEO,264,A
4CEB,264,A
4CEA,264,A
4CEL,461,A
4CEG,273,A
4CES,264,A
4CER,264,A
4CF3,4523,A
4CEQ,264,A
4CF2,264,A
4CF1,264,A
4CB8,9715,A
4CB7,1304,A
4CBB,154,AGH
4BZ9,1392,A
4CA1,3990,A
4BZS,254,A
4BZR,254,A
4BZQ,5640,A
4BZP,5640,A
4BZZ,4740,A
4BZX,5640,A
4BZW,4740,A
4BYZ,22042,A
4BYY,4205,A
4BZ7,1392,A
4CBA,9715,A
4BZ6,1392,A
4BZD,60,A
4BZA,18038,A
4BZH,7172,A
4BZF,7172,A
4BZE,7172,A
4BY2,29641,A
4C9P,334,A
4C9N,334,A
4C9M,334,A
4CAM,54,A
4CAN,54,A
4CB0,4361,A
4CAO,54,A
4CBG,6417,A
4CBR,1716,A
4CBQ,871,A
4CC1,4253,A
4CBP,12482,A
4CBO,4,A
4CC0,4253,A
4CBN,4,A
4CA8,254,A
4CA7,254,A
4CA6,254,A
4CA5,254,A
4CAJ,14214,A
4CAI,15274,A
4CAH,15274,A
4CAG,8472,A
4CAF,357,A
4CAE,357,A
4CAR,54,A
4CAQ,54,A
4CAP,54,A
4D4B,3105,A
4D4C,3105,A
4CSD,6003,A
4O1W,22109,A
4NS1,407,A
4NS0,6398,A
4NRM,4043,A
4O49,4479,A
4O3W,4479,A
4NRV,2493,A
4NS2,68,A
4O1Z,482,A
4O28,553,A
4NQ8,4828,A
4O2D,2595,A
4O3A,262,A
4O2L,2092,A
4NQI,23240,A
4NR8,51,A
4O38,5956,A
4NR7,472,A
4NQU,218,A
4NR5,472,A
4O35,1135,A
4NR4,472,A
4NR2,5579,AGH
4NRA,810,A
4NRB,810,A
4O0Z,553,A
4O56,870,AB
4NSB,375,A
4NT2,8473,A
4O4Q,244,A
4NSN,407,A
4NSM,28729,A
4NT9,40661,A
4O4X,4479,A
4NT8,936,A
4NSV,8178,A
4O4U,4479,A
4NT5,33240,A
4O3B,262,A
4O4T,1135,A
4O55,264,A
4NSS,18086,A
4NT4,611,A
4O4R,1961,A
4NR9,810,A
4NRE,2962,A
4NRD,20590,A
4O3C,262,A
4NRC,810,A
4NOZ,4614,A
4O19,553,A
4D4D,3105,A
4NP3,857,A
4NOC,27943,A
4NOB,21748,A
4O0K,11417,A
4O0J,264,A
4NOG,449,A
4NOF,21748,A
4O16,553,A
4O15,553,A
4O14,553,A
4O13,553,A
4O12,553,A
4O08,1105,A
4NP2,857,A
4O11,391,A
4NP1,560,A
4O10,553,A
4O0O,244,A
4NN9,486,A
4NMU,2097,A
4NO4,157,A
4O03,5528,A
4O06,31197,A
4NPO,17076,A
4NP9,6398,A
4NPA,7382,A
4O18,553,A
4NP7,428,A
4O17,553,A
4NOV,3183,A
4O1D,553,A
4NPC,13,A
4O1C,553,A
4O1B,553,A
4NPB,4699,A
4O1A,553,A
4O1N,2526,A
4NQ2,600,A
4NPJ,21892,A
4O1U,222,A
4NPT,15,A
4O1T,1135,A
4NPS,31048,A
4O1S,38360,A
4O1R,20066,A
4NPR,1290,A
4NQ3,2264,A
4O23,4498,A
4O4D,8187,A
4O4E,8187,A
4NSE,54,A
4NW7,146,A
4O7O,6877,A
4O7N,1777,A
4NVN,239,A
4NVM,239,A
4O7M,858,A
4O7Z,1777,A
4O7Y,1777,A
4O7W,1777,A
4O88,22197,A
4O7V,1777,A
4O87,22197,A
4O83,1777,A
4O86,1777,A
4O7U,222,A
4NUC,51,A
4O6C,4474,A
4NUB,6180,A
4O6B,4474,A
4NUA,246,A
4NUE,51,A
4NUD,51,A
4NV4,33435,A
4O7P,6877,A
4O7R,1777,A
4O4F,8187,A
4NVL,239,A
4O8T,3001,A
4O92,30011,A
4NX0,10706,AGH
4O90,2191,A
4O99,355,A
4NX8,28637,A
4O7C,51,A
4O7B,51,A
4O7A,51,A
4O7L,1777,A
4NVK,239,A
4O84,1777,A
4O7K,15807,A
4NVI,239,A
4O7I,5770,A
4NVG,239,A
4O7G,13628,A
4O7F,51,A
4O7E,51,A
4O7T,1777,A
4O7S,1777,A
4NW4,17577,A
4O6S,1317,A
4O74,51,A
4NV3,5115,A
4O69,744,A
4O5F,9122,A
4NTF,2208,A
4NTD,9437,A
4NU3,15430,A
4O5Q,7690,A
4O61,4043,A
4O5O,13,A
4NTL,3161,A
4NTK,12594,A
4NTZ,453,A
4NU8,432,AB
4O6R,154,A
4NU7,25757,A
4NU6,483,A
4O5U,7690,A
4O66,35166,A
4O65,32443,A
4O4A,30314,A
4O3Z,4479,A
4O3Y,4479,A
4NSH,7,A
4NSG,7,A
4O5H,154,A
4O5J,22178,A
4O4Z,1135,A
4NTA,2208,A
4O72,51,A
4O71,51,A
4NV1,4733,AGH
4O70,51,A
4NV0,2679,A
4O6M,6432,A
4NUL,2708,A
4O6L,670,A
4O6Z,343,A
4O6Y,13628,A
4O79,13628,A
4NUW,391,A
4O78,51,A
4O6V,13,A
4O6U,1317,A
4O76,51,A
4O6T,1317,A
4O75,51,A
4NTB,2208,A
4O5B,264,A
4O5A,43054,A
4NNQ,20720,A
4NNM,4057,ACD
4NM9,4990,A
4MXD,7397,A
4MYX,878,AGH
4MZ8,878,A
4MYV,5046,A
4MYS,7397,A
4MZ4,256,A
4MYQ,146,A
4MZA,3536,A
4MYY,38028,A
4N9E,553,A
4N9D,553,A
4N9C,553,A
4MZ1,878,A
4N9B,553,A
4MY0,16941,A
4MXJ,251,A
4D4I,916,A
4CSI,461,A
4CSH,15269,A
4D4H,916,A
4D4G,916,A
4D4F,8547,A
4D4E,4170,A
4MYO,3558,A
4MYP,7467,B
4NCH,4095,A
4NAX,1496,A
4NAJ,1066,A
4NB7,1066,A
4NAT,418,A
4NAS,6435,A
4NAR,33308,A
4NAQ,694,AB
4NB2,1576,A
4NB1,1576,A
4NAZ,1576,A
4NAY,1576,A
4NA7,4,A
4MYA,878,A
4NA6,1381,A
4NA5,1381,A
4NA3,2721,A
4NA1,2721,A
4NA8,4,A
4MZE,3536,A
4MZN,251,A
4MZY,14490,A
4MZX,975,A
4MZW,16704,A
4CT5,1089,A
4D4T,8669,A
4D55,5,A
4D3O,441,A
4CRE,4,A
4CRD,4,A
4CS4,888,A
4CRS,307,A
4CS3,888,A
4D3R,3055,A
4CRQ,1708,A
4CS2,888,A
4D3Q,3055,A
4D3P,3055,A
4D40,22819,A
4CSS,677,A
4D3N,441,A
4D3M,441,A
4D3L,12872,A
4D3Z,2728,A
4D3Y,2728,A
4D3X,2850,A
4D3W,1434,A
4D3V,441,A
4D3U,441,A
4D3T,441,A
4CRF,4,A
4CRG,4,A
4D3I,441,A
4D3J,441,A
4D4S,5,A
4CT3,15269,A
4D4R,5,A
4D4P,19061,A
4D4O,19061,A
4D4M,3747,A
4D4Z,21984,A
4CSY,9238,A
4D4Y,5,A
4CT9,5336,A
4CSW,6180,A
4CT8,5336,A
4D58,5,A
4D57,916,A
4D4V,5,A
4D4U,2188,A
4D56,916,A
4CTE,1708,A
